Symbol,Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (),Beta,R2,Volatility_Per,Monthly Return,Avg_Impact_Cost_percent,report_date
LUPIN,Lupin Ltd.,PHARMACEUTICALS,899859996,46512.04,1.65,0.76,0.17,2.46,14.08,0.06,2015-08-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,900163914,48894.34,1.73,0.75,0.18,1.82,5.09,0.04,2015-09-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,900368172,46378.42,1.61,0.74,0.16,1.81,-5.17,0.03,2015-10-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,900514384,42997.05,1.52,0.75,0.17,1.44,-7.36,0.03,2015-11-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,900793208,44221.04,1.56,0.75,0.16,1.59,2.81,0.02,2015-12-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,900992884,41185.42,1.53,0.75,0.16,1.33,-6.89,0.03,2016-01-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,901067068,41895.63,1.68,0.74,0.15,2.83,2.56,0.03,2016-02-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,901067068,38378.36,1.34,0.71,0.13,1.16,8.65,0.02,2016-04-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,901067068,35321.94,1.27,0.74,0.14,3.23,-15.69,0.03,2016-03-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,901393592,35227.25,1.18,0.69,0.12,2.27,-8.24,0.02,2016-05-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,901393592,36778.71,1.21,0.69,0.12,1.36,4.4,0.02,2016-06-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,901393592,41559.68,1.31,0.66,0.11,1.65,13,0.02,2016-07-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,901962150,35524.34,1.12,0.73,0.11,1.41,0.27,0.02,2016-09-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,901962150,36288.01,1.14,0.77,0.13,1.38,2.15,0.03,2016-10-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,901962150,35427.54,1.1,0.71,0.11,1.73,-14.81,0.02,2016-08-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,902486034,35561.72,1.18,0.78,0.14,1.44,-1.19,0.02,2016-12-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,902486034,35989.81,1.19,0.77,0.13,2.49,-0.88,0.03,2016-11-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,902990708,35274.11,1.08,0.82,0.13,0.97,0.23,0.02,2017-02-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,902990708,32025.72,0.92,0.87,0.17,1.34,-7.39,0.02,2017-04-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,902990708,34582.56,1.01,0.81,0.16,0.75,-1.96,0.02,2017-03-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903342124,27792.68,0.77,0.77,0.12,2.29,-13.25,0.03,2017-05-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903342124,25371.29,0.7,0.79,0.11,1.36,-8.71,0.02,2017-06-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903342124,24704.6,0.65,0.75,0.1,1.88,-2.63,0.02,2017-07-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903342124,23446.63,0.63,0.72,0.09,1.76,-5.09,0.03,2017-08-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903594276,19580.03,0.5,0.8,0.07,3.67,-20.46,0.02,2017-11-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903594276,24280.48,0.64,0.7,0.09,1.21,3.53,0.02,2017-09-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903594276,24616.91,0.62,0.66,0.07,1.21,1.39,0.02,2017-10-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903920698,21201.6,0.52,0.7,0.05,0.64,8.24,0.03,2017-12-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903920698,19641,0.49,0.75,0.06,1.76,-7.22,0.03,2018-02-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903920698,17626.48,0.45,0.84,0.08,1.33,-10.26,0.02,2018-03-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903920698,21169.26,0.5,0.67,0.04,1.46,-0.15,0.03,2018-01-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,903920698,21169.26,0.5,0.67,0.04,1.46,-0.15,0.03,2017-01-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,904153306,18457.63,0.44,1.05,0.13,1.54,-5.08,0.03,2018-05-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,904153306,19444.79,0.46,0.93,0.09,1.49,10.29,0.02,2018-04-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,904245940,21657.32,0.51,1.02,0.12,1.94,17.32329461,0.02,2018-06-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,904245940,22319.89,0.48,1.07,0.12,2.13,12.99,0.03,2018-08-01
LUPIN,Lupin Ltd.,PHARMACEUTICALS,904245940,19754.7,0.44,1.11,0.14,1.96,-8.79,0.02,2018-07-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914885984,9418,0.42,1.1,0.2,2.81,-12.72,0.07,2014-04-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914885984,9951.81,0.38,1.05,0.19,2.4,-14.8,0.09,2014-07-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914885984,10791.01,0.480533196,1.071218082,0.20124309,1.752826668,22.1850846,0.07,2014-03-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914885984,8438.57,0.31,1.1,0.18,4.07,-0.79,0.07,2014-08-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914885984,10783,0.44,1.09,0.18,3.46,16.65,0.09,2014-05-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914885984,11681,0.46,0.97,0.17,2.08,8.33,0.09,2014-06-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914903800,6966.39,0.23,1.86,0.18,6.28,23.38,0.09,2015-02-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914903800,5087,0.18,1.52,0.16,2.74,-13.04,0.08,2014-11-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914903800,5860,0.21,1.47,0.17,4.76,-6.37,0.08,2014-10-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914903800,5736,0.19,1.85,0.23,2.62,4.48,0.07,2015-01-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,914903800,5490,0.2,1.79,0.21,3.55,7.92,0.07,2014-12-01
GRASIM,Cement & Cement Products,,"916,742,100",27058,0.91,0.82,0.48,3.38,-19.41,0.16,2008-01-01
GRASIM,Cement & Cement Products,,"916,742,100",23609,0.83,0.8,0.53,2.86,-10.62,0.1,2008-03-01
GRASIM,Cement & Cement Products,,"916,742,100",26415,0.88,0.78,0.48,2.57,-2.38,0.14,2008-02-01
GRASIM,Grasim Industries Ltd.,Cement & Cement Products,916742280,11183,0.61,0.76,0.48,4.07,37.65,0.12,2008-12-01
GRASIM,Cement & Cement Products,,"916,742,280",16567,0.63,0.71,0.49,2.25,-2.31,0.11,2008-07-01
GRASIM,Cement & Cement Products,,"916,742,280",17767,0.67,0.71,0.46,2.52,7.24,0.08,2008-08-01
GRASIM,Cement & Cement Products,,"916,742,280",8124,0.48,0.74,0.5,3.87,-13.61,0.21,2008-11-01
GRASIM,Cement & Cement Products,,"916,742,280",22046,0.71,0.78,0.49,2.03,-6.62,0.09,2008-04-01
GRASIM,Cement & Cement Products,,"916,742,280",15473,0.64,0.71,0.46,2.36,-12.91,0.1,2008-09-01
GRASIM,Cement & Cement Products,,"916,742,280",9404,0.53,0.72,0.46,5.05,-39.22,0.25,2008-10-01
GRASIM,Cement & Cement Products,,"916,742,280",16960,0.7,0.74,0.49,1.89,-16.73,0.09,2008-06-01
GRASIM,Cement & Cement Products,,"916,742,280",20368,0.69,0.77,0.49,1.44,-7.61,0.06,2008-05-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340,18397,1.44,0.8,0.44,1.88,-2.24,0.09,2009-08-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340,14504,0.77,0.72,0.37,2.72,15.22,0.07,2009-03-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340,10962,0.61,0.71,0.4,3.3,-1.97,0.12,2009-01-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340,18819,1.49,0.8,0.44,2.73,18.71,0.1,2009-07-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340,16331,0.75,0.73,0.38,2.81,12.59,0.1,2009-04-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340,12588,0.73,0.72,0.38,3.23,14.83,0.09,2009-02-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340,15853,1.36,0.77,0.42,3.43,9.9,0.12,2009-06-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916745340,19281,0.69,0.76,0.44,4.8,18.06,0.19,2009-05-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916747840,19023,1.36,0.8,0.44,1.56,3.4,0.07,2009-09-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916753060,14980,1.13,0.79,0.38,2.12,-21.26,0.08,2009-10-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916766450,16330,1.12,0.76,0.34,1.2,9.01,0.08,2009-11-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916820010,18417,1.29,0.81,0.42,1.77,3.74,0.07,2010-02-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916820010,16977,1.12,0.73,0.35,1.15,3.96,0.06,2009-12-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916820010,17828,1.18,0.8,0.4,2.05,5.02,0.07,2010-01-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,916820010,19226,1.26,0.8,0.41,0.9,4.39,0.06,2010-03-01
GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,916966890,15603,0.89,0.49,0.08,0.88,8.95,0.06,2011-03-01
GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,916987780,15575.49,0.9,0.5,0.08,1.48,-0.18,0.08,2011-04-01
GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,916995780,14619,0.88,0.62,0.22,1.56,-6.1,0.09,2011-05-01
GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,916995780,13305,0.79,0.68,0.24,1.53,-8.98,0.09,2011-06-01
GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,917018380,13942,0.85,0.67,0.2401,1.37,4.78,0.08,2011-07-01
GRASIM,,,917018380,13868,26,0.63,0.25,1.53,-0.5,0.11,2011-08-01
GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,917041050,14864,1,0.63,0.26,1.83,7.17,0.11,2011-09-01
GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,917047050,15744,0.97,0.67,0.29,2.01,8.18,0.09,2011-10-01
GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,917068920,15797,1.12,0.66,0.56,1.76,6.3,0.1,2011-12-01
GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,917068920,14861,1.01,0.66,0.3,1.45,-5.61,0.09,2011-11-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917073320,16583,1.05,0.651239247,0.293569119,1.63,4.97,0.09,2012-01-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917090720,17436,1.07,0.628469335,0.268048883,1.306862012,6.090068709,0.09,2012-02-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917090720,16527,1.01,0.65,0.28,1.17,-5.21,0.09,2012-03-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917097420,16133,0.99,0.66,0.29,1.24,-2.38,0.08,2012-04-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917097420,14638,0.95,0.67,0.29,1.66,-10.08,0.09,2012-05-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917097420,16764.05,1.02,0.67,0.28,1.91,14.52,0.07,2012-06-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917216370,18222.29,1.12,0.68,0.29,1.39,8.68,0.06,2012-07-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917218370,18982.42,1.15,0.7,0.29,0.7,4.17,0.05,2012-08-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917406560,21038.75,1.19,0.73,0.29,1.19,-0.04,0.06,2012-10-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917459750,21342.93,1.14,0.73,0.27,1.34,1.43,0.07,2012-11-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917460020,20130.48,1.07,0.75,0.27,0.9,-5.68,0.06,2012-12-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917550170,18777,1.03,0.85,0.31,0.96,-1.66,0.06,2013-02-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917550170,19093.28,1,0.82,0.31,1,-5.16,0.06,2013-01-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917710010,18622,0.98,0.88,0.3,1.56,4.18,0.07,2013-04-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917710010,17874.27,0.98,0.9,0.32,1.09,-4.82,0.07,2013-03-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917812680,18137,0.94,0.86,0.31,1.32,-2.62,0.08,2013-05-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917812680,17539,0.93,0.74,0.27,1,-3.3,0.07,2013-06-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917930940,16822,0.92,0.7,0.27,1.05,-4.1,0.08,2013-07-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,917968060,14366,0.82,0.74,0.31,1.81,-14.61,0.1,2013-08-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918069210,16821,0.900729509,0.835065996,0.601500796,0.83232087,17.07667802,0.1,2013-09-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918069210,17895.67,0.87,0.84,0.61,1.39,6.39,0.09,2013-10-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918073130,16907.11,0.837895923,0.814552975,0.366546136,-0.277085223,-5.53098524,0.09,2013-11-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918073130,17258.37,0.834633639,0.829840232,0.378388332,1.340196324,2.077575347,0.06,2013-12-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918206920,16156.82,0.781929477,0.842609792,0.386832319,1.522528012,-0.947331488,0.07,2014-02-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918206920,16310,0.817135556,0.802472097,0.368364683,0.774006051,-5.507257054,0.06,2014-01-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918249990,18365.83,0.817846878,0.852015206,0.374497891,1.455462945,13.66695529,0.08,2014-03-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918269710,16636,0.74,0.87,0.39,1.11,-9.42,0.08,2014-04-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918275940,20219,0.83,0.9,0.38,1.92,21.53,0.1,2014-05-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918284940,21817,0.85,0.97,0.34,2.95,7.9,0.09,2014-06-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918343380,20445.92,0.79,1.02,0.35,1.53,-6.29,0.09,2014-07-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918343380,21608.01,0.81,1.06,0.33,1.45,0.21,0.07,2014-08-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918458050,22315,0.79,1.08,0.3,1.77,-1.14,0.07,2014-10-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918460650,22619,0.78,1.14,0.29,1,1.36,0.07,2014-11-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918473550,21534,0.77,1.09,0.28,1.1,-4.8,0.07,2014-12-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918488270,24709,0.83,1.13,0.3,1.54,14.74,0.06,2015-01-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918521850,23879.22,0.78,1.13,0.3,1.69,-3.36,0.08,2015-02-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918521850,22834.91,0.8,1.09,0.3,1.13,-0.91,0.06,2015-04-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918521850,23045.17,0.78,1.12,0.3,1.84,-3.49,0.08,2015-03-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918524570,23162.03,0.78,1.01,0.29,1.55,1.43,0.06,2015-05-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918527570,21927.29,0.78,0.97,0.41,1.59,-7.26,0.08,2015-08-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918527570,23643.08,0.78,0.99,0.37,1.32,7.95,0.06,2015-07-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918527570,21901.14,0.74,1,0.36,1.25,-5.44,0.07,2015-06-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918537930,22381.16,0.79,0.9,0.4,0.98,2.07,0.06,2015-09-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918666490,23620,0.82,0.84,0.38,0.79,5.52,0.04,2015-10-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918666490,23810.25,0.84,0.83,0.38,0.84,0.8,0.04,2015-11-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918679220,23894.26,0.84,0.82,0.38,0.88,0.35,0.04,2015-12-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,918686680,21595.91,0.8,0.8,0.37,1.18,-9.62,0.04,2016-01-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,926348064,8942.33,0.432775442,1.096050604,0.208372336,2.085996474,-4.3747503,0.07,2014-02-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,926348064,9477,0.47480214,1.081582946,0.206489784,1.457975734,-4.099616858,0.06,2014-01-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,930781836,22542,1.61,1.13,0.49,3.02,12.44,0.08,2009-09-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,930781836,24634,1.86,1.14,0.5,3.03,9.28,0.09,2009-10-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,930781836,26532,1.81,1.14,0.49,2.45,7.29,0.09,2009-11-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,930781836,24379,1.71,1.09,0.49,1.83,0.71,0.08,2010-02-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,930781836,27112,1.79,1.18,0.5,1.67,2.19,0.06,2009-12-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,930781836,24207,1.61,1.11,0.5,1.61,-10.71,0.07,2010-01-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,931234082,27117,1.78,1.12,0.49,1.58,11.18,0.06,2010-03-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,931486088,25227.45,0.27,1.18,0.4,2.87,-0.57,0.09,2010-05-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,931486088,24085.83,1.57,1.13,0.4,-0.2,1.69,0.08,2010-06-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933317800,21429.71,0.86,0.74,0.38,1.16,-1.94,0.05,2016-02-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933317800,26318.23,0.92,0.72,0.42,0.99,6.31,0.04,2016-04-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933317800,24755.91,0.89,0.73,0.42,1.09,15.52,0.04,2016-03-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933461060,28062.6,0.94,0.68,0.39,0.82,6.61,0.04,2016-05-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933461060,30050.9,0.99,0.66,0.37,1.14,7.09,0.03,2016-06-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933461060,31524.89,1,0.63,0.34,1.06,4.9,0.03,2016-07-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933482020,31152.34,0.98,0.73,0.25,1.64,3.57,0.03,2016-09-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933482020,31255.08,0.99,0.74,0.25,1.17,0.33,0.04,2016-10-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933482020,30077.98,0.93,0.65,0.24,2.62,-4.59,0.03,2016-08-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933568120,27787.54,0.92,0.93,0.31,1.49,-0.87,0.03,2016-12-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933568120,28030.71,0.93,0.91,0.31,2.64,-10.32,0.03,2016-11-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933603040,31893.65,0.97,1.09,0.29,1.76,8.75,0.02,2017-02-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933603040,37203.36,1.07,1.22,0.26,2.14,10.11,0.02,2017-04-01
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933603040,33787.56,0.99,1.12,0.26,1.61,5.94,0.02,2017-03-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,933943010,27648,1.51,1.1,0.43,1.59,11.83,0.07,2010-12-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,933943010,25540,1.6,1.14,0.49,2.46,-0.83,0.09,2011-02-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,933943010,24722,1.42,1.09,0.43,1.58,-9.78,0.09,2010-11-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,933943010,27085,1.52,1.14,0.46,1.43,-4.69,0.08,2010-10-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,933943010,26569,1.7,1.23,0.41,1.55,0.44,0.07,2010-08-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,933943010,25753,1.57,1.11,0.46,1.7,-7.68,0.09,2011-01-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934269031,25432.14,1.47,1.09,0.48,1.6,-6.1,0.06,2011-04-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934269031,27085,1.54,1.07,0.48,1.24,6.01,0.07,2011-03-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934509595,25232,1.51,1,0.46,1.45,-0.85,0.07,2011-05-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934509595,17532,1.25,1.22,0.73,2.61,-9.97,0.09,2011-12-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934509595,25350,1.5,0.99,0.45,1.38,0.47,0.06,2011-06-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934509595,19673,1.33,1.09,0.53,2.19,-2.86,0.1,2011-09-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934509595,21872,1.35,1.21,0.53,3.89,18.57,0.08,2011-10-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934509595,19474,1.33,1.23,0.55,2.05,-10.52,0.09,2011-11-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934509595,22847,1.39,0.99,0.4489,1.21,-9.87,0.06,2011-07-01
JINDALSTEL,,,934509595,20253,38,1.05,0.49,2.85,-11.39,0.1,2011-08-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934636588,9861.88,0.488743036,1.202545407,0.240751783,0.383612766,7.629768605,0.05,2013-11-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934636588,9970.76,0.482196909,1.113185214,0.210353817,2.34441404,1.104009297,0.06,2013-12-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934833818,22565,1.38,1.229149704,0.475945512,2.828523208,7.568066451,0.09,2012-02-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934833818,13365,0.74,1.67,0.38,1.56,-16.97,0.06,2013-02-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934833818,11666,0.61,1.58,0.34,2.1,-12.42,0.07,2013-04-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934833818,14895.97,0.84,1.48,0.39,1.73,-9.08,0.06,2012-10-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934833818,15439.7,0.83,1.5,0.37,1.71,3.79,0.06,2012-11-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934833818,19516,1.19,1.35,0.48,2.33,-7.55,0.08,2012-04-01
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934833818,7644,0.42,1.54,0.27,2.37,-8.12,0.09,2013-07-01
